Area,Boro,AreaType,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06
Central Harlem,Manhattan,neighborhood,1650.0,1650.0,1600.0,1600.0,1550.0,1500.0,1500.0,1500.0,1500.0,1550.0,1500.0,1500.0,1500.0,1500.0,1604.0,1675.0,1687.0,1649.5,1700.0,1725.0,1750.0,1675.0,1725.0,1750.0,1650.0,1675.0,1775.0,1675.0,1700.0,1650.0,1695.0,1850.0,1750.0,1685.0,1750.0,1675.0,1675.0,1690.0,1750.0,1687.5,1700.0,1750.0,1800.0,1850.0,1812.5,1800.0,1795.0,1750.0,1750.0,1750.0,1750.0,1800.0,1800.0,1800.0,1800.0,1795.0,1800.0,1900.0,1800.0,1800.0,1900.0,1950.0,1982.5,1975.0,1950.0,1999.0,1950.0,1997.0,1950.0,1900.0,1900.0,2000.0,2000.0,1995.0,2100.0,2100.0,2025.0,2050.0,2000.0,2000.0,2000.0,2062.0,2000.0,2092.5,2099.0,2078.5,2062.0,2040.0,2050.0,2062.0,2100.0,2148.0,2100.0,2000.0,1995.0,2025.0,2157.5,2175.0,2200.0,2250.0,2250.0,2200.0
Central Park South,Manhattan,neighborhood,5500.0,5500.0,5300.0,5950.0,5000.0,5500.0,5395.0,5500.0,6500.0,6500.0,6250.0,5000.0,5000.0,5850.0,5200.0,6250.0,6500.0,5600.0,5475.0,5375.0,6200.0,5725.0,6250.0,6125.0,6050.0,6100.0,5500.0,5000.0,5000.0,5500.0,5500.0,4972.5,4950.0,5500.0,6000.0,5600.0,6000.0,6250.0,6450.0,6250.0,6800.0,6800.0,7000.0,7400.0,7125.0,6275.0,5975.0,6200.0,6650.0,6225.0,6000.0,5700.0,6400.0,5500.0,5600.0,6500.0,7075.0,6995.0,7072.5,6972.5,6900.0,6950.0,6997.5,6995.0,6747.5,6500.0,6625.0,7000.0,7675.0,7862.5,7675.0,7600.0,7487.5,7475.0,6997.5,6995.0,6695.0,6695.0,6900.0,6750.0,6737.5,6500.0,6500.0,6500.0,6500.0,6500.0,6500.0,6425.0,6461.0,6500.0,6500.0,6550.0,6600.0,6800.0,6800.0,6500.0,6250.0,6500.0,6500.0,6475.0,6450.0,6450.0
Central Queens,Queens,submarket,1387.5,1362.5,1362.5,1400.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1495.0,1450.0,1472.5,1450.0,1450.0,1500.0,1550.0,1550.0,1550.0,1537.5,1525.0,1550.0,1550.0,1650.0,1600.0,1550.0,1550.0,1500.0,1500.0,1700.0,1650.0,1650.0,1550.0,1600.0,1562.5,1550.0,1550.0,1600.0,1662.5,1650.0,1600.0,1650.0,1600.0,1625.0,1625.0,1700.0,1750.0,1675.0,1650.0,1695.0,1725.0,1725.0,1750.0,1750.0,1750.0,1725.0,1725.0,1750.0,1762.5,1750.0,1750.0,1775.0,1795.0,1800.0,1800.0,1750.0,1750.0,1750.0,1750.0,1750.0,1760.0,1800.0,1800.0,1800.0,1800.0,1850.0,1849.0,1825.0,1850.0,1850.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1850.0,1850.0,1849.5,1818.0,1800.0,1799.0,1800.0,1800.0,1800.0,1800.0,1850.0
Chelsea,Manhattan,neighborhood,3150.0,3270.0,3050.0,2990.0,3020.0,3000.0,3000.0,3150.0,3485.0,3300.0,3295.0,3225.0,3200.0,3200.0,3295.0,3350.0,3297.5,3400.0,3350.0,3350.0,3400.0,3500.0,3495.0,3300.0,3275.0,3350.0,3500.0,3500.0,3575.0,3695.0,3500.0,3500.0,3550.0,3400.0,3495.0,3500.0,3495.0,3544.0,3544.0,3695.0,3595.0,3422.5,3497.5,3650.0,3700.0,3750.0,3500.0,3600.0,3600.0,3500.0,3600.0,3600.0,3750.0,3695.0,3690.0,3695.0,3750.0,3700.0,3695.0,3710.0,3762.5,3750.0,3795.0,3897.5,3886.0,3850.0,3850.0,3900.0,3895.0,3962.5,3812.5,3895.0,3895.0,3900.0,3861.0,3997.5,4065.0,4050.0,3995.0,3895.0,3900.0,3895.0,3950.0,3895.0,3850.0,3937.5,3895.0,3900.0,3956.0,3861.0,3840.5,3873.0,3865.0,3897.5,3905.0,3865.0,3917.0,3970.0,4000.0,3850.0,3700.0,3950.0
Chinatown,Manhattan,neighborhood,,,,,,,,,2000.0,1900.0,,,,,,1900.0,1950.0,2650.0,2350.0,2050.0,,,,,,,,,,2250.0,2000.0,2550.0,2550.0,2650.0,2600.0,2395.0,,,,,2600.0,2600.0,2700.0,2600.0,,2600.0,2525.0,2525.0,2850.0,2495.0,2305.5,2600.0,2500.0,2495.0,2400.0,2400.0,2300.0,2300.0,2475.0,2500.0,2450.0,2450.0,2222.5,2250.0,2300.0,2297.5,2300.0,2800.0,2700.0,2500.0,2300.0,2200.0,2195.0,2150.0,2297.5,2247.5,2200.0,2300.0,2400.0,2397.5,2750.0,2400.0,2500.0,2450.0,2400.0,2295.0,2300.0,2400.0,2400.0,2300.0,2325.0,2275.0,2300.0,2485.0,2450.0,2475.0,2349.0,2277.0,2300.0,2249.5,2000.0,2250.0
City Island,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Civic Center,Manhattan,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clearview,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinton Hill,Brooklyn,neighborhood,1750.0,1720.0,1750.0,1772.5,1800.0,1675.0,1700.0,1833.0,1896.5,1850.0,1939.5,2000.0,1898.0,1929.0,2004.0,1986.5,2050.0,2050.0,2000.0,2075.0,2100.0,2395.0,2000.0,1950.0,2150.0,1947.5,2400.0,2225.0,2400.0,2300.0,2150.0,2500.0,2825.0,2612.5,2400.0,2300.0,2100.0,2300.0,2372.5,2300.0,2300.0,2350.0,2310.0,2295.0,2350.0,2372.5,2325.0,2400.0,2097.5,2200.0,2311.5,2297.5,2400.0,2500.0,2500.0,2500.0,2412.5,2499.5,2400.0,2400.0,2423.0,2350.0,2200.0,2350.0,2430.0,2350.0,2400.0,2400.0,2400.0,2312.5,2300.0,2315.0,2399.0,2315.0,2395.0,2400.0,2500.0,2500.0,2500.0,2400.0,2400.0,2400.0,2485.0,2400.0,2397.0,2400.0,2400.0,2400.0,2391.5,2495.0,2417.0,2377.0,2362.5,2400.0,2400.0,2400.0,2411.5,2479.0,2493.0,2495.0,2599.5,2562.0
Co-op City,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cobble Hill,Brooklyn,neighborhood,1900.0,1900.0,1887.5,2075.0,2225.0,2200.0,2370.0,2395.0,2387.5,,,,2322.5,2400.0,2425.0,,,2550.0,2600.0,,,,,2550.0,2725.0,2750.0,2425.0,2600.0,2450.0,2312.5,2350.0,2565.0,2700.0,2600.0,2620.0,2640.0,2500.0,2600.0,2550.0,2350.0,2500.0,2500.0,2600.0,2600.0,2712.5,2675.0,2500.0,2450.0,2500.0,2650.0,2425.0,2400.0,2700.0,2800.0,2800.0,2600.0,2900.0,2750.0,2700.0,2550.0,2700.0,2700.0,2550.0,2890.0,2600.0,2575.0,2600.0,2875.0,2850.0,2550.0,2600.0,2500.0,2700.0,2800.0,2700.0,2800.0,2850.0,2800.0,2600.0,2675.0,2550.0,2575.0,2537.5,2525.0,2600.0,2600.0,2500.0,2450.0,2500.0,2500.0,2500.0,2600.0,2650.0,2675.0,2675.0,2475.0,2487.5,2585.0,2500.0,2700.0,2700.0,2750.0
College Point,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Columbia St Waterfront District,Brooklyn,neighborhood,,,,,,,,,,,,,,,1700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,2700.0,2700.0,2500.0,2025.0,2100.0,2100.0,2000.0,1943.5,2120.0,2200.0,2150.0,2200.0,2200.0,2200.0,2250.0,2225.0,2225.0,2250.0,2200.0,,,,2700.0,2800.0,2300.0,2300.0,2347.5,2300.0,2395.0,2400.0,2400.0,2325.0,2250.0,2197.5,2200.0,2200.0,2200.0,2350.0,2300.0,2300.0,2399.5,2400.0,2383.0,2500.0,2500.0,2450.0,2600.0,2395.0,2372.5,2525.0,2775.0
Concourse,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,1100.0,1050.0,,,,1250.0,,1249.5,1150.0,1150.0,1325.0,1125.0,1150.0,1300.0,1312.5,,,,,,,,,,,1375.0,,1387.0,1375.0,1325.0,1402.0,1385.5,1399.0,,1350.0,1260.0,1250.0,1295.0,1295.0,,,,,1350.0,1325.0,1300.0,1300.0,1350.0,1350.0,1350.0,1300.0,1300.0,1325.0,,1350.0,1350.0,1370.0,1412.0,1450.0,1525.0,1495.0,1495.0,1450.0,1495.0,1495.0,1400.0,1400.0,1499.0,1500.0,1500.0,1500.0,1506.0,1542.5,1558.0,1500.0,1500.0,1500.0,1550.0,1450.0,1450.0,1650.0,1675.0
Coney Island,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1425.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700.0,,,1860.0,,,1950.0,1925.0,,,1850.0,1925.0,,,1910.5,1832.0,1855.5,,,1749.0,1762.0,1787.0,1850.0,,1974.5,,1975.0,1899.0,1850.0,,,,,,,,1850.0,1950.0,1949.5,2025.0
Corona,Queens,neighborhood,1112.5,,,,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.0,1500.0,1496.5,1500.0,1500.0,1497.5,,,,1550.0,1550.0,,1600.0,1650.0,1600.0,1650.0,1650.0,1650.0,1650.0,1650.0,1650.0,1625.0,1755.0,1760.0,1785.0,1785.0,1780.0,1755.0,1847.5,1777.5,1860.0,1790.0,1780.0,1780.0,1765.0,1767.5,1802.5,1800.0,1800.0,1820.0,1805.0,1785.0,1830.0,1902.5,1920.0,1852.5,1795.0,1750.0,1657.5,1647.0,
Country Club,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crotona Park East,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crown Heights,Brooklyn,neighborhood,1795.0,1900.0,1975.0,1900.0,1762.5,1450.0,1400.0,1300.0,1350.0,1400.0,1499.0,1500.0,1480.0,1350.0,1350.0,1400.0,1400.0,1375.0,1455.0,1375.0,1600.0,1625.0,1625.0,1625.0,1600.0,1600.0,1625.0,1662.5,1700.0,1600.0,1650.0,1800.0,1700.0,1555.0,1625.0,1600.0,1600.0,1700.0,1600.0,1600.0,1662.5,1700.0,1750.0,1750.0,1700.0,1675.0,1600.0,1595.0,1600.0,1500.0,1600.0,1700.0,1700.0,1850.0,1910.0,1875.0,1750.0,1700.0,1700.0,1650.0,1650.0,1650.0,1650.0,1650.0,1700.0,1700.0,1800.0,1950.0,1900.0,1800.0,1800.0,1800.0,1800.0,1850.0,1900.0,1900.0,1975.0,1900.0,1950.0,1950.0,1925.0,1965.0,1800.0,1900.0,1900.0,1950.0,1900.0,1995.0,1975.0,1995.0,1999.0,2000.0,2055.0,2150.0,1950.0,1875.0,1850.0,1899.0,1997.0,2095.0,2000.0,2095.0
DUMBO,Brooklyn,neighborhood,2950.0,2825.0,2825.0,2750.0,2750.0,2350.0,3000.0,3200.0,3750.0,3000.0,3300.0,3275.0,3295.0,3272.5,3300.0,3080.0,3000.0,2950.0,3000.0,3200.0,3800.0,3300.0,3000.0,3000.0,3100.0,3100.0,3175.0,2900.0,2972.5,3100.0,3295.0,3450.0,3497.5,3612.5,3600.0,4075.0,4000.0,3350.0,3400.0,3400.0,3375.0,3400.0,3475.0,3650.0,3650.0,3500.0,3400.0,3400.0,3650.0,3600.0,3575.0,3650.0,3700.0,3725.0,3700.0,3724.0,3600.0,3704.0,3725.0,3600.0,3650.0,3642.5,3775.0,3741.5,3769.0,3900.0,3716.5,3750.0,3777.0,3852.0,3762.0,3882.0,3882.0,3822.0,3810.0,3900.0,4000.0,3800.0,3955.0,3662.5,3762.0,3762.0,3872.0,3599.0,3599.0,3819.0,3759.0,3800.0,3775.0,3730.0,3666.0,3650.0,3596.5,3500.0,3666.0,3750.0,3804.0,3808.0,3850.0,3795.0,3988.0,3996.0
Ditmas Park,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,1450.0,1450.0,,,1500.0,,,1475.0,1475.0,1500.0,1472.5,1512.5,1700.0,,1650.0,1612.5,1525.0,1500.0,,,,1500.0,,1550.0,1500.0,1550.0,1525.0,1450.0,1462.5,1525.0,1512.5,1550.0,1525.0,1525.0,1552.0,1552.0,1495.0,1495.0,1547.5,1550.0,1550.0,1550.0,1512.5,1600.0,1600.0,1600.0,1600.0,1650.0,1600.0,1600.0,1700.0,1795.0,1800.0,1650.0,1700.0,1797.5,1725.0,1700.0,1750.0,1700.0,1650.0,1799.0,1750.0,1797.0,1800.0,1750.0,1825.0,1750.0,1700.0,1700.0,1750.0,1772.5,1650.0,1675.0,1725.0,1700.0,1750.0,1799.0,1750.0,1750.0
Douglaston,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Downtown Brooklyn,Brooklyn,neighborhood,2015.0,2040.0,2091.0,2169.0,2392.5,2420.0,2500.0,2500.0,2530.0,2505.0,2516.5,2446.0,2500.0,2425.0,2352.0,2348.5,2341.0,2500.0,2497.0,2500.0,2489.0,2475.0,2480.0,2540.0,2307.0,2322.5,2406.0,2415.0,2452.0,2562.0,2550.0,2500.0,2700.0,2658.0,2800.0,2907.0,2878.0,2900.0,2900.0,2895.0,2897.5,2767.5,2800.0,2900.0,2787.5,2792.5,2750.0,2790.0,2800.0,2950.0,2991.0,2925.0,3000.0,2950.0,2954.0,3031.0,3010.0,3000.0,3029.0,2985.0,3039.5,3195.0,3315.0,3228.0,3235.5,3162.5,3150.0,3115.0,3159.5,3100.0,3040.0,3100.0,3071.0,3070.0,3094.0,3070.0,2997.5,3079.5,3103.0,3069.5,3047.0,3047.0,3006.0,2970.0,2995.0,3050.0,3030.0,3077.0,3111.0,3100.0,3195.0,3195.0,3150.0,3060.0,3000.0,3050.0,3081.0,3041.0,3275.0,3348.0,3419.0,3423.5
Dyker Heights,Brooklyn,neighborhood,,,,,,,,,,,,,,,,1225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350.0,,1325.0,,,,1349.5,,,,,,,,,,,,,,1475.0,1475.0,1450.0,,,,,,,,,,,1450.0,1475.0,1500.0,1600.0,1500.0,,,,,,,1499.0,1550.0,,1587.5
East Brooklyn,Brooklyn,submarket,1500.0,1500.0,1450.0,1600.0,1500.0,1400.0,1400.0,1399.0,1400.0,1500.0,1455.0,1500.0,1500.0,1500.0,1550.0,1500.0,1495.0,1362.5,1450.0,1400.0,1487.5,1550.0,1550.0,1487.5,1450.0,1500.0,1550.0,1600.0,1625.0,1575.0,1575.0,1550.0,1550.0,1537.5,1600.0,1565.0,1500.0,1700.0,1700.0,1700.0,1685.0,1700.0,1700.0,1750.0,1700.0,1700.0,1700.0,1700.0,1700.0,1650.0,1700.0,1750.0,1775.0,1800.0,1800.0,1800.0,1800.0,1795.0,1795.0,1700.0,1700.0,1750.0,1750.0,1800.0,1850.0,1895.0,1900.0,1975.0,1900.0,1895.0,1885.0,1875.0,1900.0,1900.0,1900.0,1999.0,2000.0,2000.0,2000.0,2075.0,2000.0,2000.0,1968.0,1995.0,1995.0,1999.0,1998.0,2000.0,2016.0,2067.5,2050.0,2099.0,2099.0,2099.0,1999.0,1994.5,1999.0,1995.0,2050.0,2100.0,2100.0,2150.0
East Elmhurst,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Flatbush,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300.0,1300.0,1275.0,1295.0,,,1387.5,1375.0,1350.0,1275.0,1200.0,1200.0,1200.0,1250.0,1300.0,1395.0,1395.0,1395.0,1400.0,1400.0,1425.0,1395.0,1395.0,1400.0,1425.0,1450.0,1450.0,1495.0,1495.0,1500.0,1500.0,1550.0,1575.0,1600.0,1550.0,1500.0,1550.0,1550.0,1550.0,1650.0,1650.0,1600.0,1624.5,1700.0,1650.0,1600.0,1625.0,1650.0,1650.0,1650.0,1650.0,1650.0,1650.0,1649.5
East Harlem,Manhattan,neighborhood,1600.0,1600.0,1600.0,1600.0,1685.0,1872.5,1800.0,1850.0,2125.0,1825.0,1809.0,2000.0,1985.0,1800.0,1800.0,1787.5,1625.0,1800.0,1837.5,1900.0,1812.5,1825.0,1837.5,1837.5,2050.0,1945.5,1950.0,2000.0,1950.0,1900.0,1900.0,1945.0,2050.0,2100.0,2000.0,2090.0,1982.5,2108.0,1965.0,1950.0,2000.0,2000.0,2062.0,1900.0,1871.5,1825.0,1850.0,1885.0,1890.0,1864.0,1812.5,1850.0,1825.0,1812.5,1850.0,1855.0,1800.0,1810.0,1849.5,1895.0,1895.0,1941.0,2000.0,2000.0,2000.0,2090.0,2000.0,1995.0,2000.0,1950.0,1995.0,1995.0,2046.0,2048.0,2190.0,2156.0,2150.0,2200.0,2150.0,2100.0,2100.0,2156.0,2237.5,2210.0,2215.0,2268.0,2247.0,2225.0,2250.0,2247.0,2267.0,2215.0,2215.0,2250.0,2000.0,2050.0,2000.0,2100.0,2000.0,2004.0,2047.5,2097.0
East New York,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1197.5,,,,,,,,,,,1275.0,,1250.0,1325.0,1425.0,,2099.0,2149.5,1674.5,,,,,,1450.0,1425.0,,,,,,,1437.5,1499.5,1450.0,1499.0,1500.0,1500.0,1600.0,1487.0,1543.5,1500.0,1600.0,1550.0,1500.0,,1600.0,1600.0,1575.0,1595.0,1600.0
East Tremont,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1095.0,,,1100.0,1100.0,,,,,,,1150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Village,Manhattan,neighborhood,2400.0,2300.0,2200.0,2400.0,2500.0,2250.0,2250.0,2295.0,2300.0,2500.0,2595.0,2695.0,2597.5,2497.5,2400.0,2397.5,2600.0,2495.0,2595.0,2500.0,2600.0,2525.0,2595.0,2500.0,2697.5,2595.0,2595.0,2750.0,2795.0,2695.0,2700.0,2702.0,2653.0,2772.5,2760.0,2750.0,2700.0,2700.0,2737.5,2795.0,2700.0,2775.0,2700.0,2795.0,2800.0,2795.0,2712.5,2697.5,2700.0,2700.0,2700.0,2700.0,2712.5,2700.0,2650.0,2654.0,2678.5,2595.0,2550.0,2630.0,2595.0,2550.0,2600.0,2600.0,2600.0,2650.0,2650.0,2750.0,2750.0,2795.0,2795.0,2795.0,2850.0,2895.0,2895.0,2800.0,2800.0,2850.0,2795.0,2750.0,2795.0,2785.0,2750.0,2700.0,2706.5,2850.0,2795.0,2800.0,2795.0,2750.0,2750.0,2750.0,2750.0,2700.0,2650.0,2695.0,2695.0,2696.0,2750.0,2795.0,2750.0,2775.0
Eastchester,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edenwald,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elmhurst,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950.0,1950.0,1950.0,1900.0,1925.0,1900.0,1850.0,1795.0,1847.5,2100.0,2100.0,,2030.0,1833.5,1662.5,1595.0,1899.0,1950.0,1725.0,1725.0,1775.0,1675.0,1850.0,1700.0,1675.0,1700.0,1700.0,1559.0,1600.0,1800.0,1650.0,1887.5,1675.0,1650.0,1900.0,1750.0,1712.5,1750.0,1750.0,1700.0,1725.0,1850.0,1787.5,1675.0,1800.0,1800.0,1782.5,1700.0,1775.0,1700.0,1680.0,1550.0,1700.0,1799.0,1800.0,1800.0,1810.5,1860.0,1850.0,1800.0,1750.0,1750.0,1825.0,1800.0,1875.0,1750.0,1825.0,1800.0,1750.0
Financial District,Manhattan,neighborhood,3200.0,3200.0,3368.5,3400.0,3485.0,3400.0,3300.0,3300.0,3170.0,3250.0,3100.0,3086.0,3199.5,3315.0,3372.5,3395.0,3400.0,3497.5,3500.0,3495.0,3495.0,3495.0,3437.5,3400.0,3450.0,3450.0,3397.5,3595.0,3572.5,3600.0,3750.0,3600.0,3652.5,3500.0,3650.0,3550.0,3500.0,3500.0,3487.5,3450.0,3495.0,3450.0,3450.0,3450.0,3410.0,3385.0,3600.0,3600.0,3550.0,3574.5,3600.0,3610.0,3750.0,3800.0,3767.5,3802.5,3812.5,3792.5,3655.0,3652.5,3688.0,3795.0,3800.0,3876.0,3895.0,3876.0,3906.0,3800.0,3795.0,3750.0,3658.5,3658.5,3750.0,3800.0,3788.0,3800.0,3797.5,3800.0,3870.0,3850.0,3773.0,3750.0,3650.0,3656.0,3650.0,3700.0,3750.0,3800.0,3850.0,3810.0,3850.0,3879.5,3840.0,3750.0,3775.0,3821.5,3764.0,3853.0,3885.0,3847.5,3863.0,3995.0
Flatbush,Brooklyn,neighborhood,,,,,,,,,1125.0,,,,,,,,,,,,,1250.0,1250.0,,,,,,,,,1300.0,1325.0,1225.0,,,1202.5,1300.0,1200.0,1200.0,1200.0,1385.0,1338.0,1338.0,1350.0,1350.0,1362.5,1350.0,1300.0,1347.5,1400.0,1400.0,1395.0,1390.0,1400.0,1450.0,1500.0,1500.0,1475.0,1400.0,1399.0,1450.0,1500.0,1450.0,1400.0,1450.0,1500.0,1500.0,1449.5,1475.0,1500.0,1500.0,1550.0,1550.0,1500.0,1500.0,1550.0,1600.0,1600.0,1650.0,1661.0,1675.0,1650.0,1650.0,1650.0,1650.0,1675.0,1675.0,1650.0,1650.0,1697.0,1650.0,1650.0,1650.0,1637.5,1650.0,1750.0,1770.0,1750.0,1750.0,1665.5,1700.0
Flatiron,Manhattan,neighborhood,3500.0,3595.0,3495.0,3600.0,3650.0,3650.0,3800.0,3625.0,3500.0,3595.0,3500.0,3750.0,3885.0,3950.0,3999.0,4000.0,4000.0,3900.0,3995.0,3995.0,3997.5,3797.5,3750.0,4000.0,3762.5,3997.5,3950.0,3750.0,4197.5,4200.0,4000.0,3950.0,3950.0,3900.0,3897.5,3895.0,3847.5,3895.0,3795.0,3812.5,3995.0,4250.0,4295.0,4169.0,4000.0,3959.5,3790.0,3702.0,4095.0,4167.0,4278.0,4395.0,4593.0,4200.0,4295.0,4450.0,4405.0,4200.0,4252.5,4262.0,4385.0,4450.0,4772.5,4750.0,4900.0,4895.0,4730.0,4730.0,4725.0,4710.0,4500.0,4650.0,4633.0,4685.0,4547.5,4511.0,4555.0,4600.0,4607.5,4500.0,4525.0,4500.0,4500.0,4450.0,4462.0,4500.0,4498.0,4500.0,4595.0,4595.0,4500.0,4500.0,4500.0,4400.0,4400.0,4400.0,4400.0,4495.0,4495.0,4495.0,4500.0,4590.5
Flatlands,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Floral Park,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
