,Manhattan_All,Manhattan_Q1,Manhattan_Q2,Manhattan_Q3,Manhattan_Q4,Manhattan_Q5,Manhattan_All_MoM,Manhattan_Q1_MoM,Manhattan_Q2_MoM,Manhattan_Q3_MoM,Manhattan_Q4_MoM,Manhattan_Q5_MoM,Manhattan_All_YoY,Manhattan_Q1_YoY,Manhattan_Q2_YoY,Manhattan_Q3_YoY,Manhattan_Q4_YoY,Manhattan_Q5_YoY
2012-06,2773.7774665791,1717.6142873696,2270.4059624084,2794.8800988003,3557.8404426449,5791.9384538793,0.0033055428865669256,0.003245537384502617,0.005204459722034205,0.00530154802875904,0.0027559941359296403,0.003235121015285891,0.05398616172358661,0.06447051512459101,0.05920587063484839,0.049672282087548814,0.04889952465635106,0.041209043498436015
2012-07,2792.0596166439,1731.7559146902,2283.6243051503,2814.5382509991,3584.2632953304,5815.1108748329,0.006591065896626391,0.00823329627879188,0.00582201727830145,0.00703362988889511,0.007426654767535679,0.004000805798977325,0.05145225109824492,0.06367772683349315,0.05475675858054485,0.04633542097465759,0.045188914166317096,0.04311004038069233
2012-08,2805.5786807993,1740.3906968595,2291.1055276813,2834.0315545102,3600.7364576943,5821.0301116125,0.0048419682999643054,0.0049861427329640495,0.0032760303497063603,0.006925933056401101,0.004595968824433472,0.001017906091046017,0.05070170923590056,0.061323876579938874,0.049382384829470105,0.05210646052787915,0.04528823189209885,0.03954868389531474
2012-09,2810.1770663673,1745.1222448192,2299.7631468539,2837.1615277314,3608.4976253424,5825.7205858123,0.0016390150094418576,0.002718669990731337,0.0037787954627135356,0.0011044242666313764,0.0021554389606925906,0.000805780782759058,0.046317384811021434,0.05641091492621708,0.04768802360119895,0.04412317055117687,0.0420934987542243,0.03864691728742242
2012-10,2812.9360977081,1745.2073652313,2304.9577183575,2843.5234233249,3601.8854666765,5837.0946107257,0.0009817998210222,4.8776188804389164e-05,0.0022587419537993814,0.0022423452212065875,-0.00183238548349407,0.0019523807820613914,0.04294257436518745,0.04975604949473911,0.04272225834239096,0.03987526584954937,0.03682118725270844,0.040750031068076176
2012-11,2816.1744807802,1749.1896506288,2307.8486343768,2848.7693806112,3600.024382033,5843.9190256738,0.001151246583503518,0.0022818408155023118,0.0012542165074334033,0.001844879223877216,-0.0005166973410781761,0.0011691458513556352,0.045469150539669156,0.052696704578687026,0.044113800078052545,0.043229761525851895,0.04203919858201011,0.039262928892967786
2012-12,2812.7581953775,1750.1449912851,2306.9901336899,2832.1780521506,3587.7101762901,5856.0310969119,-0.0012130943682698847,0.00054616185040679,-0.00037199176501956366,-0.005824033554109875,-0.0034205895394369135,0.0020725939536274662,0.04407947740745888,0.05093653761495642,0.045253002670677445,0.04242440178283058,0.03639540257948859,0.039492580632726204
2013-01,2816.3432644256,1756.2133142935,2306.4750332777,2823.8350391254,3585.8220172184,5884.0408412765,0.001274574207619894,0.003467325872209104,-0.00022327811665867614,-0.0029457939690142876,-0.0005262852847418564,0.004783059362401643,0.04229780079345424,0.0497244236918446,0.040269062016061064,0.03775097390923143,0.037413857688930685,0.04310372845600119
2013-02,2827.555027282,1761.2995859219,2316.4681517438,2843.1802904396,3603.7975323434,5900.8466878953,0.003980964606843385,0.0028961582212159165,0.004332636738711537,0.006850701633120737,0.005012941255501557,0.00285617436590635,0.042739285474383326,0.0470954461296611,0.039225121917707995,0.042924475967025755,0.037470001050046164,0.044141444272737695
2013-03,2834.4209788575,1771.1206565947,2320.4171395622,2848.4240251004,3618.2216990032,5911.5089828697,0.002428229162386941,0.005576036439967513,0.0017047451377336653,0.0018443201363038675,0.004002490853147522,0.0018069093366333,0.03878331155882586,0.04445194307411837,0.03860488167686782,0.036426893456606546,0.034111973416286245,0.04005533215472279
2013-04,2844.5988723451,1778.519080666,2318.1409423903,2855.3420944719,3638.7431746513,5937.6694312394,0.0035908192761482383,0.00417725582034878,-0.0009809430955718401,0.0024287357888215233,0.005671702110944032,0.004425341895869073,0.036936188416907045,0.04559144735216325,0.0337734667224352,0.03452888236492013,0.03203418131631541,0.036794930838666806
2013-05,2868.0820323104,1793.1667432097,2337.3446562195,2880.6754300767,3663.290739504,5965.654510594,0.008255350233595582,0.008235875961597694,0.00828410105616717,0.008872259353387868,0.006746165825526562,0.004713142029659778,0.0374165321990636,0.04737515642493251,0.03484104219273432,0.036161612252203934,0.03247652797197431,0.03332488294356439
2013-06,2880.401241735,1798.2203716001,2345.6374357251,2897.6582093566,3672.879143114,6001.2929353161,0.004295277919466045,0.0028182701968664237,0.0035479489443432932,0.005895415742636301,0.002617429052682363,0.005973933733308234,0.03843991684286019,0.04692909509616516,0.03313569227808766,0.03677371011386765,0.032333855979100656,0.036145840136919904
2013-07,2893.9664333284,1806.36258008,2360.4509930561,2907.8121947006,3694.3793162106,6016.7703597483,0.004709479844977826,0.004527925836283808,0.006315365326875488,0.003504203950353002,0.00585376546813654,0.0025790149887734426,0.036498796829773195,0.04308151325306531,0.033642437476484544,0.03314005189604008,0.030722079213226117,0.034678527934550285
2013-08,2902.1055482844,1817.6247252643,2374.7058843325,2917.9435758723,3695.4985382346,6020.1655844638,0.002812442764458467,0.006234709082492795,0.0060390541122585795,0.0034841937832725822,0.0003029526554267914,0.0005642935516059211,0.034405332541805445,0.044377408213090996,0.03648909037193371,0.029608711035189028,0.02631741635459206,0.03420966204143827
2013-09,2910.6233334865,1826.9843218676,2385.0153742094,2924.8103777331,3707.859973892,6016.3258546918,0.002935036324621443,0.005149355900150976,0.004341375470924058,0.0023533017970531755,0.0033449981185234012,-0.0006378113223179938,0.035743750214660475,0.046909078886265165,0.037070003261912454,0.03089314765655371,0.027535655795303926,0.03271788718183477
2013-10,2911.5306253258,1829.5052672925,2389.2105485954,2922.926593025,3712.005272729,6019.310549108,0.0003117173661262296,0.0013798396596655937,0.0017589716323695992,-0.000644070713931244,0.0011179761010899902,0.0004960991954703342,0.035050397233705954,0.04830251335206115,0.03655287451343692,0.027924218611589557,0.030572822781649522,0.03121688965730951
2013-11,2906.6827373004,1831.3088191067,2381.9525488316,2904.9867138375,3701.5678357043,6019.3372303615,-0.0016650650977980685,0.0009858139500571461,-0.0030378234216599243,-0.006137642741459892,-0.002811805549248758,4.432609562510237e-06,0.03213872476222601,0.04694697824697247,0.03210952111459009,0.01973390110442641,0.028206323873272154,0.030017220279241252
2013-12,2896.7169229915,1825.5499709708,2371.8266446509,2895.5234331598,3675.5515352205,5994.7905341546,-0.003428586883945872,-0.0031446624817267343,-0.004251093996673783,-0.00325759860884145,-0.007028454330312073,-0.00407797324979331,0.02984925179561393,0.043084990135777934,0.028104372885764173,0.02236631307876258,0.024483961806868404,0.02369513326455408
2014-01,2900.2037524213,1828.1748485682,2370.4808064625,2903.2888006573,3680.1456022523,6014.0488919699,0.0012037176992081289,0.0014378557909342504,-0.0005674268781132863,0.0026818527553844618,0.001249898685347528,0.0032125155508899716,0.029776373162667014,0.04097539500983083,0.027750473021094235,0.028136828260516333,0.02630459196830648,0.0220950286037096
2014-02,2906.3460978973,1825.6239723816,2372.6849167787,2908.980376943,3687.1388471174,6021.4765209082,0.002117901361541108,-0.0013953130296032734,0.0009298157193220469,0.001960389295206033,0.0019002630930744502,0.0012350463176675763,0.027865442000270413,0.03652097972079593,0.024268309060317073,0.02314312839205357,0.023125970320482248,0.02044280073575777
2014-03,2918.6045408156,1831.2222485558,2379.7091626991,2919.1458614693,3707.7650012446,6065.1301547591,0.0042178193874324865,0.0030665001440011164,0.002960463005739822,0.0034945180816183807,0.005594081205627877,0.0072496560767649765,0.029700444142222393,0.03393421658615625,0.025552312179561998,0.024828408883543096,0.02474787608124429,0.025986794968012594
2014-04,2938.5750448079,1846.3516337207,2395.9026747396,2938.1753193629,3741.3750120619,6088.330699181,0.006842483698294766,0.008261905498817335,0.006804828209399094,0.006518844482824804,0.009064762951810135,0.0038252343857279048,0.033036704533784045,0.03813990740504103,0.0335448681861068,0.0290099127006076,0.028205298501297937,0.025373805276012407
2014-05,2963.3082550602,1863.9880663437,2410.1198056534,2966.1489568552,3779.2322699363,6141.4285948771,0.008416735960512511,0.009552044313173358,0.005933935073278773,0.009520751640635705,0.010118541379132262,0.00872125683042202,0.03320205687181477,0.03949511299057029,0.031135822969133198,0.029671349255832036,0.03164955737255992,0.029464341921067394
2014-06,2977.1962809555,1868.135979725,2416.9893827137,2983.8514917699,3811.8117447899,6172.6798795514,0.004686662574365785,0.002225289665848784,0.002850305218929705,0.00596818810255173,0.008620659574900769,0.005088601811696902,0.03360470680890115,0.038880444927162916,0.030419000780716576,0.029745841705892007,0.037826619461839295,0.028558336692203534
2014-07,2989.3412334668,1872.7785680017,2428.7261292765,3002.5108084321,3820.3708875884,6182.9418654994,0.004079325434130476,0.0024851447255909154,0.004855936334160704,0.006253433427791721,0.002245426419654306,0.0016624847146204935,0.032956429293724776,0.03676780545285574,0.028924615008424137,0.0325669635418977,0.03410358292797944,0.027618056833741633
2014-08,3007.4705002849,1889.365110588,2443.3225234519,3018.4879535066,3830.474367923,6194.5528017712,0.00606463611953556,0.008856649082650714,0.006009897122384977,0.0053212614687783155,0.0026446333698710855,0.00187789834101304,0.03630638177952816,0.03946930536679871,0.02889479474999801,0.034457272740184175,0.03652438995494234,0.028967179533639476
2014-09,3010.0048658839,1891.1126686916,2448.355881637,3022.294274913,3825.4043269177,6195.460386578,0.0008426900941371773,0.0009249446249466331,0.0020600465705153947,0.0012610026824781961,-0.001323606561045687,0.00014651337002735687,0.0341444154776136,0.03510065524724704,0.026557693553064254,0.03332998881638827,0.03170140022907009,0.029774738970713033
2014-10,3009.3201271803,1897.4269512357,2445.6366975302,3017.171257557,3819.1035046795,6186.9441627318,-0.00022748757364510208,0.0033389245646948673,-0.0011106163639013067,-0.0016950756246750798,-0.0016470996788140457,-0.001374590960931621,0.03358697346470718,0.03712571106379903,0.023617068394400142,0.03224325398964756,0.028851853400456928,0.027849304709597122
2014-11,3002.4634804284,1891.3634563547,2444.8400605794,3010.9055760977,3815.3230113365,6164.4107398533,-0.0022784703727497524,-0.003195640747619355,-0.00032573805897029295,-0.0020766741177209447,-0.0009898902552308853,-0.0036420924911905184,0.03295190833828565,0.03279328785043156,0.02640166437347702,0.03646104877370715,0.03073161986522277,0.02410124303387584
2014-12,3001.7145708182,1895.4853170952,2443.4079954764,3005.0595316486,3802.488481821,6180.4027888526,-0.00024943171335189973,0.0021793065350030894,-0.000585750015344777,-0.0019416233094484703,-0.0033639430992774555,0.002594254288720732,0.03624712066040159,0.03830919297553348,0.030179840920049994,0.037829463659103224,0.034535482738887735,0.030962258587768243
2015-01,3009.866926045,1902.9424269751,2449.4870134524,3019.8315049681,3800.9888345158,6199.7113379511,0.002715899541567035,0.003934142782666461,0.0024879258753569555,0.004915700725368399,-0.00039438575879169324,0.0031241570748958836,0.03781223078969709,0.04089738925434672,0.033329190759321836,0.04014161604743394,0.032836535649443555,0.030871456038393807
2015-02,3022.9016240744,1911.3757172256,2461.452795068,3023.3222037144,3824.7714315078,6220.437228845,0.004330655922561766,0.004431710666047639,0.004885015331734799,0.0011559250046093705,0.006256949974710935,0.003343041274684433,0.04010380121673274,0.046971197870574244,0.03741241732586076,0.03930649641973871,0.0373277465528592,0.033041847335276486
2015-03,3040.1924879033,1914.9105728386,2472.7570116157,3038.0144055944,3856.5758945169,6262.9669401778,0.005719955850099545,0.0018493776922785532,0.0045924978006282036,0.00485962159836939,0.008315389188253253,0.006837093562424235,0.04165961691189657,0.04570080139032884,0.03910051294296135,0.04072031675226717,0.04013493121121425,0.03261872051722814
2015-04,3060.6389301416,1928.4369050862,2487.2278530038,3059.2188788366,3883.015440077,6311.4486984813,0.006725377527789789,0.007063688737980689,0.0058521081206621695,0.0069797145145700235,0.0068557047192279175,0.007741020951664845,0.04153846114951931,0.044458092308280905,0.038117232067502727,0.04119684713026128,0.03785785374587225,0.036646826580940095
2015-05,3085.4224924501,1946.7285215566,2510.3464685319,3087.2797488833,3917.5686733745,6349.9067115478,0.008097512602492252,0.009485203494164818,0.009294932709996706,0.009172560433914123,0.008898556761034904,0.006093373313127648,0.041208752812460725,0.04438894041591124,0.0415857596138578,0.04083773060289131,0.036604366590183623,0.03394619239644059
2015-06,3103.8808330685,1962.8774910839,2530.5751140482,3106.0277453922,3943.6395725049,6364.859774238,0.005982435359684679,0.008295439938583282,0.00805810901796744,0.006072658791507868,0.006654867164828326,0.002354847617368261,0.04255162916982491,0.05071446210936226,0.04699471671115507,0.04094582252477652,0.03458403419192635,0.03113394804795333
2015-07,3119.091181017,1977.5062473619,2544.2139388605,3121.3769113145,3955.7854946062,6365.7356028628,0.004900429097164372,0.007452709781659461,0.005389614691374334,0.004941734968423983,0.003079876311715024,0.00013760375811355807,0.04340419424105901,0.05592101551650441,0.047550774948183605,0.039588900912057357,0.03544540857478884,0.029564201207095797
2015-08,3130.6744030438,1984.3819925699,2556.7895948378,3133.1222944584,3966.9586527572,6382.4788541767,0.00371365290546688,0.0034769777426355564,0.004942845326495027,0.003762885251481496,0.002824510622791543,0.002630214692920907,0.04096595552549176,0.050290376089526134,0.04643966168886893,0.037977405481651294,0.035631170378567445,0.030337307376210765
2015-09,3131.8732591631,1992.8289288517,2560.3183805333,3134.6432650926,3957.2140424132,6362.6645137175,0.0003829386148028746,0.004256708795699504,0.0013801627254055315,0.00048544885620649403,-0.0024564436378048393,-0.003104489793371412,0.04048777284730831,0.05378646224736805,0.0457296668903544,0.037173411971219705,0.03445641407576505,0.026988168224226783
2015-10,3126.4870388212,1995.5991560392,2555.6931030187,3118.4419858526,3945.2189843964,6362.553783006,-0.0017198078900995117,0.0013900978390031238,-0.0018065243564109323,-0.005168460290335908,-0.0030311875699007285,-1.7403198182330826e-05,0.03893467849520005,0.05173964918099494,0.04500112612786844,0.0335647928641607,0.033022273306385186,0.02838390256243417
2015-11,3114.6818768784,1995.4082011646,2549.6873415402,3100.6271940577,3924.3708341482,6313.8728413284,-0.0037758550719118045,-9.568799125914129e-05,-0.00234995409715133,-0.005712721889879702,-0.0052844088834246294,-0.007651163878193756,0.0373754409275906,0.05501044469286165,0.04288512882758977,0.029798881330673987,0.028581544075740206,0.02424596734101736
2015-12,3107.371971318,1997.5862393151,2540.5166435664,3091.7407550167,3909.2029188855,6298.1084281429,-0.0023469188345252023,0.0010915251071077492,-0.0035967931535716424,-0.00286601338530168,-0.0038650565667025516,-0.0024967897804832884,0.035199016431132435,0.05386531950369755,0.039743116282578095,0.02884509356809506,0.028064368261648154,0.019044978670743395
2016-01,3104.4231827908,1996.551743589,2544.3099861399,3095.04445301,3903.5217513313,6278.8650568858,-0.0009489654133518766,-0.0005178728736411342,0.0014931382493030831,0.0010685559544212353,-0.0014532802906581654,-0.0030554207627025987,0.03141542768139849,0.04919188057764856,0.038711359630297926,0.02490633928355357,0.026975327021333317,0.012767323286515975
2016-02,3106.5957085367,2000.5225741969,2544.3472412119,3098.2382007766,3907.8346368925,6289.3885334179,0.0006998162357318982,0.001988844326549888,1.4642505120399107e-05,0.0010318907579807135,0.001104870380119971,0.0016760157188853153,0.027686671572690225,0.046640153564730946,0.033677040774454436,0.024779362573449593,0.02171716843010274,0.01108463955767669
2016-03,3115.8968629276,2004.0816052532,2549.7258922764,3114.862111055,3922.4135605393,6302.4848581334,0.0029940022016192724,0.0017790506851584897,0.00211396108887163,0.005365601093625605,0.003730691035174649,0.0020822890247460535,0.0249011782397075,0.04656668237118544,0.03112674650163405,0.025295372306032293,0.017071533874389644,0.006309775915003923
2016-04,3132.3752618398,2012.3480233328,2563.2456770613,3133.9144248532,3945.1857961343,6322.7207572281,0.005288493052596488,0.004124791155176277,0.00530244636329491,0.006116583373171336,0.005805669199213437,0.0032107810728947417,0.023438351708765737,0.04351250384458338,0.03056327306953155,0.02441654192622078,0.01601084441118439,0.0017859701132503236
2016-05,3154.5772769534,2028.0809923579,2576.6693984566,3159.5152799815,3974.4695982161,6354.7934093624,0.007087916758913515,0.007818214763390285,0.0052370014764602235,0.0081689707049033,0.007422667421771223,0.005072602976754048,0.022413392225058004,0.04178932496260468,0.02641983118907376,0.023397792546764995,0.014524550706238593,0.0007695700167866804
2016-06,3169.4560186482,2035.2947995548,2594.0211852656,3173.6272166569,3994.0031846085,6370.2880465116,0.004716556415815365,0.0035569620858746376,0.006734192139431272,0.004466487870722569,0.004914765583102554,0.0024382597751129165,0.02112683737116039,0.03689344281537976,0.025071799238515435,0.02176396246459289,0.012770845605347692,0.0008528502537592519
2016-07,3175.4255763474,2041.5485739869,2602.1320080827,3183.8895907732,4002.7792770932,6372.7259929789,0.0018834644380854026,0.0030726627088459857,0.003126737307763916,0.0032336419546812323,0.0021973173477978225,0.00038270584461796986,0.01806115693996202,0.03238539787696548,0.022764622242475552,0.0200272768187979,0.011879760050456989,0.001098127624552303
2016-08,3179.0073109669,2046.252749266,2603.3031593008,3186.7707014632,4009.0256867915,6346.9368750245,0.00112795420121925,0.0023042191300466364,0.0004500737143473543,0.0009049028265142312,0.0015605181464903861,-0.00404679535614938,0.015438497173678734,0.03117885413582777,0.018192175279855505,0.0171229853043684,0.01060435404464366,-0.005568679499649454
2016-09,3171.0125405571,2046.4226775369,2596.2754555518,3179.726106406,3997.2502268072,6319.1726284209,-0.002514863801105438,8.304363718569796e-05,-0.0026995333693243806,-0.0022105748160561323,-0.0029372373499867432,-0.004374432446753063,0.012497083424269473,0.026893301230869637,0.014043985815158644,0.014382128204329492,0.010117265319715907,-0.006835483028035605
2016-10,3153.7067087277,2041.8908009731,2581.8824471297,3165.8262517916,3965.2189109797,6275.6846959527,-0.005457509741150224,-0.002214535938027451,-0.005543713935022732,-0.004371399972594059,-0.008013337672153842,-0.006881902904916637,0.008706151526783001,0.023196865359363272,0.010247452669518653,0.015194852478887855,0.00506940848211479,-0.013653179213246491
2016-11,3134.5724376459,2041.0120931937,2559.3403194568,3140.3664179298,3941.0350326344,6241.1155772557,-0.006067232260009159,-0.0004303402410067436,-0.008730888463942321,-0.008042081856953431,-0.006099002069806181,-0.005508421849060419,0.00638606495101679,0.022854417458284315,0.0037859457351223647,0.012816511429771138,0.004246336340387291,-0.011523397113172074
2016-12,3122.7886043008,2033.246772476,2556.6007719564,3126.3787103056,3920.2455130733,6214.9402970184,-0.0037593112233035297,-0.003804642188841245,-0.0010704115742534714,-0.004454164184261256,-0.0052751420347570965,-0.004194006650460103,0.004961309146475079,0.017851811580924082,0.006331046258142514,0.011203382829784836,0.0028247687359623797,-0.01320525552606655
2017-01,3112.916557564,2029.5258773425,2543.5549187095,3109.2225637796,3906.7277262406,6201.6486811518,-0.0031612920334102013,-0.0018300263322039712,-0.005102812058105144,-0.005487545852793763,-0.00344819904458038,-0.0021386554385690593,0.0027358946487330282,0.016515541788176158,-0.0002967670741825801,0.004580906990144129,0.000821303200938095,-0.012297823736364566
2017-02,3111.3880737417,2030.3131335478,2546.3820050641,3101.34020518,3907.6572233799,6187.6442474128,-0.000491013425524045,0.000387901536062607,0.001111470538263326,-0.0025351541865881178,0.0002379221702748513,-0.002258179148645234,0.001542642060513577,0.014891388747692247,0.0007997194012052677,0.0010012155949217227,-4.539944216797043e-05,-0.016177134782577762
2017-03,3117.3212894832,2030.4383822724,2553.9485603129,3106.5694375963,3916.4439811443,6192.5258662493,0.0019069352973268838,6.168936334538522e-05,0.002971492585853941,0.0016861202158879873,0.002248599931393036,0.0007889301067269816,0.0004571481721835635,0.013151548794276824,0.0016561262719618774,-0.0026622923144071775,-0.0015219148370930746,-0.017446926785107175
2017-04,3131.6123279475,2033.6179386989,2563.7628684911,3123.0460772623,3932.5945109894,6235.7384764711,0.004584397031038634,0.0015659457850385472,0.0038427979054509454,0.005303805370192816,0.004123773995710511,0.006978188085950299,-0.00024356401405478678,0.010569700230516288,0.00020177208701799287,-0.0034679784185266405,-0.0031915569495453155,-0.013757096683032044
2017-05,3148.3731493554,2045.8672443991,2576.9797133144,3143.1171866965,3962.4083100912,6265.9767466725,0.005352138021146757,0.006023405609825172,0.005155252455574688,0.006426773392915974,0.007581203457027286,0.00484918832236092,-0.001966706488164327,0.008769990995537658,0.00012043254675431214,-0.005190066143657357,-0.0030346912529697345,-0.013976325738465079
2017-06,3164.7209296241,2059.6420553556,2587.5759755437,3161.6062838069,3987.7489634008,6287.8204660018,0.005192453210969283,0.0067329935479494285,0.004111891985238536,0.005882407817518365,0.006395265537139316,0.0034860836885326485,-0.0014939753056171234,0.011962520518465247,-0.002484640356258172,-0.003787758305987432,-0.0015659029095923538,-0.012945659585198777
2017-07,3175.8539449951,2064.460468843,2597.1166515747,3178.3183401782,4001.2833742878,6315.1632598207,0.0035178505841657604,0.002339442173882045,0.0036871095268979914,0.005285938498065246,0.0033939977193191417,0.004348532844845376,0.00013490117699221926,0.011222801724161569,-0.0019274027960232143,-0.0017498253115136864,-0.00037371603624525296,-0.009032670355138328
2017-08,3184.4057617799,2069.1489940204,2601.9488606197,3185.221082574,4014.3206805972,6314.2480331511,0.0026927613589651234,0.002271065611650025,0.0018606053147709467,0.0021718222207449678,0.003258281178778244,-0.00014492525876930173,0.0016981561490521102,0.011189353203123753,-0.0005202231927009526,-0.00048626620311553737,0.0013207682413074462,-0.005150333541528163
2017-09,3175.5634083451,2067.0347018917,2587.1634225806,3173.2762869608,4000.5243839424,6313.6988971494,-0.0027767671886944623,-0.0010218172469986797,-0.005682447592601281,-0.003750067986975414,-0.0034367699425416065,-8.696775907701682e-05,0.0014351465753588144,0.010072222410870246,-0.0035096557076464974,-0.002028419816475946,0.0008191023702350808,-0.0008662101185337168
2017-10,3158.5006770855,2060.0669329192,2570.4320866322,3153.7674922278,3966.4185193717,6282.1232671856,-0.005373135115098293,-0.003370900820447331,-0.006467058015110272,-0.0061478399511453174,-0.00852534850371045,-0.005001130158116429,0.0015201059580247644,0.008901618018670732,-0.004434888393245462,-0.0038090402330119844,0.0003025327022116997,0.001025955181759075
2017-11,3135.630304598,2050.0773542025,2554.3215490048,3119.5731625709,3946.7198865184,6222.116968056,-0.007240895230265831,-0.004849152499401765,-0.0062676379240612645,-0.010842374950331357,-0.004966352581577849,-0.009551913672729118,0.0003374836514846713,0.004441551835498991,-0.00196096252375888,-0.006621283185357485,0.0014424773788930256,-0.0030441046900231417
2017-12,3125.319981621,2047.4442548368,2538.4969012199,3100.2556977222,3936.6230662024,6233.880606908,-0.003288118169377685,-0.001284390250105627,-0.006195244992184157,-0.006192342298771525,-0.0025582814606351922,0.0018906167968866239,0.0008106143709867286,0.006982665632618179,-0.007081227125909972,-0.008355677607863043,0.004177685574662027,0.0030475449456346393
2018-01,3116.1005247727,2044.0454369087,2532.9391093798,3101.6680147564,3915.3212545868,6212.4092580313,-0.0029499241365738005,-0.0016600295319741942,-0.0021894026490357765,0.00045554856499041563,-0.005411189046389819,-0.003444299021849506,0.0010228244637535688,0.007154163308926043,-0.004173611213036388,-0.002429722822420377,0.0021996742410481662,0.0017351155205234114
2018-02,3128.188489209,2053.1322890421,2542.1319338591,3105.8540316334,3926.1353516357,6223.176742587,0.003879195918168321,0.004445523553107789,0.003629311279240044,0.00134960184555033,0.0027619948264094862,0.0017332220252199715,0.0053996528459712145,0.01123922961303303,-0.0016690626923013818,0.00145544382582119,0.004728697324126285,0.005742491609639133
2018-03,3139.0567309418,2054.9342721654,2557.428584659,3116.7897867762,3934.4536004552,6231.4658310071,0.0034742924763937477,0.0008776751176324815,0.0060172529191586666,0.003521013876189416,0.00211868620780864,0.0013319705936318815,0.006972473941626811,0.01206433551831565,0.0013626054965154566,0.0032899149319540744,0.0045984621247252555,0.006288219960457919
2018-04,3158.2748799785,2063.8642360651,2573.55960403,3132.5642151962,3965.7754407181,6288.8100460386,0.006122268784525486,0.004345620208226819,0.006307515082831117,0.005061113998424682,0.007960912351152372,0.009202363711305672,0.008514001491517487,0.01487314642078319,0.0038212331020559542,0.0030477097354399962,0.008437414443817737,0.008510871610115212
2018-05,3187.6704890286,2075.4324562685,2589.4721756096,3172.322993053,4008.9498950542,6349.4978363567,0.009307489109465994,0.0056051265394547745,0.006183098131740117,0.0126920870971865,0.010886762243976777,0.00965012297617851,0.012481792280958137,0.014451187852163816,0.0048477146446499475,0.00929198773756057,0.011745782191217247,0.013329300931184118
2018-06,3212.1111359178,2089.2479754293,2605.2910783459,3202.1889928317,4046.0317825934,6402.3154288445,0.007667243830038251,0.00665669418393855,0.0061089294124490046,0.009414551999939125,0.009249775754231138,0.008318388926029874,0.014974529302123507,0.014374303533333244,0.00684621551971154,0.012836104619558864,0.014615468457897851,0.018209006357890356
